cluster_id,caseName,us_cite,dateFiled,n_opinions,total_chars,text_sources
84679,Oswald v. State of New York,2 U.S. 401,1792-02-14,1,839,html_with_citations
1299643,Vanstophorst v. Maryland,2 U.S. 401,1792-02-14,1,548,html_with_citations
1304346,West v. Barnes,2 U.S. 401,1792-02-14,1,349,html_with_citations
84680,Georgia v. Brailsford,2 U.S. 402,1792-08-11,1,12359,html_with_citations
1299599,Hayburn's Case,2 U.S. 409,1792-08-11,1,18011,html_with_citations
84681,Chisholm v. Georgia,2 U.S. 419,1793-02-19,1,181300,html_with_citations
1303430,Oswald v. State of New York,2 U.S. 415,1793-02-20,1,1090,html_with_citations
1306761,Georgia v. Brailsford,2 U.S. 415,1793-02-20,1,11165,html_with_citations
84683,Georgia v. Brailsford,3 U.S. 1,1794-02-17,1,6749,html_with_citations
2160646,Glass v. the Sloop Betsey,3 U.S. 6,1794-02-18,1,3529,html_with_citations
84684,United States v. Hamilton,3 U.S. 17,1795-02-20,1,3113,html_with_citations
2093658,Penhallow v. Doane's Administrators,3 U.S. 54,1795-02-24,1,116943,html_with_citations
2230740,Bingham v. Cabbot,3 U.S. 19,1795-03-02,1,21244,html_with_citations
2216108,United States v. Lawrence,3 U.S. 42,1795-03-03,1,977,html_with_citations
2229179,Talbot v. Janson,3 U.S. 133,1795-08-22,1,62121,html_with_citations
84685,United States v. Peters,3 U.S. 121,1795-08-24,1,12090,html_with_citations
2220732,McDonough v. Dannery,3 U.S. 188,1796-02-17,1,28322,html_with_citations
84687,Hills in Error v. Ross,3 U.S. 184,1796-02-26,1,11810,html_with_citations
2351149,Ware v. Hylton,3 U.S. 199,1796-03-07,1,224954,html_with_citations
2218550,Geyer v. Michel,3 U.S. 285,1796-03-14,1,944,html_with_citations
84686,Hylton v. United States,3 U.S. 171,1796-03-17,1,37832,html_with_citations
2347065,Hunter v. Fairfax's,3 U.S. 305,1796-08-06,1,2367,html_with_citations
2095284,Moodie v. the Ship Alfred,3 U.S. 307,1796-08-09,1,251,html_with_citations
2098227,Moodie v. Ship Phoebe Anne,3 U.S. 319,1796-08-09,1,1366,html_with_citations
2273280,Cotton v. Wallace,3 U.S. 302,1796-08-09,1,759,html_with_citations
84688,The United States v. La Vengeance,3 U.S. 297,1796-08-11,1,14129,html_with_citations
2096950,Del Col v. Arnold,3 U.S. 333,1796-08-11,1,2111,html_with_citations
2220154,Olney v. Arnold,3 U.S. 308,1796-08-11,1,1145,html_with_citations
84689,Hills v. Ross,3 U.S. 331,1796-08-12,1,1736,html_with_citations
2215103,Grayson v. Virginia,3 U.S. 320,1796-08-12,1,2605,html_with_citations
2219105,Arcambel v. Wiseman,3 U.S. 306,1796-08-12,1,774,html_with_citations
2224213,Wiscart v. Dauchy,3 U.S. 321,1796-08-12,1,18779,html_with_citations
2225895,Huger v. South Carolina,3 U.S. 339,1797-02-10,1,1160,html_with_citations
84691,"Clerke, in Error v. Harwood",3 U.S. 342,1797-02-11,1,5003,html_with_citations
84690,Jennings v. Brig Perseverance,3 U.S. 336,1797-02-13,3,35248,html_with_citations
84692,Brown v. Van Braam,3 U.S. 344,1797-02-13,1,39119,html_with_citations
2346358,Fenemore v. United States,3 U.S. 357,1797-08-07,1,5040,html_with_citations
84693,Brown v. Barry,3 U.S. 365,1797-08-15,1,6975,html_with_citations
2229888,Hamilton v. Moore,3 U.S. 371,1797-08-15,1,467,html_with_citations
2219671,Jones v. Le Tombe,3 U.S. 384,1798-02-09,1,1274,html_with_citations
84694,Hollingsworth v. Virginia,3 U.S. 378,1798-02-14,1,12051,html_with_citations
2158753,Bingham v. Cabot,3 U.S. 382,1798-02-14,1,1011,html_with_citations
2217721,Emory v. Grenough,3 U.S. 369,1798-02-14,1,30813,html_with_citations
84695,Calder v. Bull,3 U.S. 386,1798-08-17,1,42280,html_with_citations
2224796,Wilson v. Daniel,3 U.S. 401,1798-08-17,1,18678,html_with_citations
84696,Dewhurst v. Coulthard,3 U.S. 409,1799-02-01,1,6342,html_with_citations
84697,Fowler v. Lindsey,3 U.S. 411,1799-02-19,1,9044,html_with_citations
84698,Sims Lessee v. Irvine,3 U.S. 425,1799-02-19,1,31471,html_with_citations
2225264,Clarke v. Russel,3 U.S. 415,1799-02-19,1,3153,html_with_citations
2620848,Turner v. Enrille,4 U.S. 7,1799-08-09,1,789,html_with_citations
84706,State of New York v. State of Connecticut Et Al.,4 U.S. 1,1799-08-17,1,15374,html_with_citations
84707,"Turner, Administrator of Stanley, in Error v. The President, Directors and Company of the Bank of North America",4 U.S. 8,1799-08-17,1,12308,html_with_citations
2620825,Williamson v. Kincaid,4 U.S. 20,1800-02-01,1,758,html_with_citations
2620845,Blair v. Miller,4 U.S. 21,1800-02-01,1,634,html_with_citations
2620855,Cooper v. Telfair,4 U.S. 14,1800-02-13,1,6213,html_with_citations
84709,Course v. Stead,4 U.S. 22,1800-02-18,1,8578,html_with_citations
2620829,Blaine v. Ship Clarles Carter,4 U.S. 22,1800-02-18,1,585,html_with_citations
2620868,Rutherford v. Fisher,4 U.S. 22,1800-02-18,1,792,html_with_citations
2620828,Talbot v. Ship Amelia,4 U.S. 34,1800-08-01,1,1779,html_with_citations
84708,"Mossman, Surviving in Error v. Higginson, Surviving Partner, in Error",4 U.S. 12,1800-08-11,1,7432,html_with_citations
84710,"Priestman, in Error v. The United States",4 U.S. 28,1800-08-15,1,21830,html_with_citations
2620852,Bas v. Tingy,4 U.S. 37,1800-08-15,1,22468,html_with_citations
84754,Talbot v. Seeman,5 U.S. 1,1801-08-11,1,52718,html_with_citations
84757,Resler v. Shehee,5 U.S. 110,1801-12-11,1,6076,html_with_citations
84755,Wilson v. Mason,5 U.S. 45,1801-12-15,1,34814,html_with_citations
84756,United States v. Schooner Peggy,5 U.S. 103,1801-12-21,1,5189,html_with_citations
84758,Turner v. Fendall,5 U.S. 116,1801-12-21,1,19134,html_with_citations
84775,Lloyd v. Alexander,5 U.S. 365,1803-02-10,1,1054,html_with_citations
84760,Clark v. Robert Young & Co.,5 U.S. 181,1803-02-17,1,9486,html_with_citations
84762,Clarke v. Bazadone,5 U.S. 212,1803-02-17,1,967,html_with_citations
84763,Hooe & Co. v. Groverman,5 U.S. 214,1803-02-23,1,23331,html_with_citations
84765,United States v. Simms,5 U.S. 252,1803-02-23,1,8517,html_with_citations
84759,Marbury v. Madison,5 U.S. 137,1803-02-24,1,61114,html_with_citations
84766,Fenwick v. Sears's Administrators,5 U.S. 259,1803-02-25,1,1525,html_with_citations
84771,The United States v. R. T. Hooe and Others,5 U.S. 318,1803-02-25,1,3305,html_with_citations
84761,Wilson v. Lenox and Maitland,5 U.S. 194,1803-02-26,1,2178,html_with_citations
84767,Thompson v. Jameson,5 U.S. 282,1803-02-26,1,323,html_with_citations
84768,Mandeville v. Joseph Riddle & Co.,5 U.S. 290,1803-02-26,1,2951,html_with_citations
84770,Hamilton v. Russell,5 U.S. 309,1803-02-28,1,9035,html_with_citations
84772,Hepburn v. Auld,5 U.S. 321,1803-02-28,1,4467,html_with_citations
2620768,Abercrombie v. Dupuis,5 U.S. 342,1803-02-28,1,682,html_with_citations
2620770,Lindo v. Gardner,5 U.S. 343,1803-02-28,1,3367,html_with_citations
2620769,Wood v. Owings,5 U.S. 238,1803-03-01,1,9803,html_with_citations
84764,"Gabriel Wood, in Error v. William Owings and Job Smith, Assignees of William Robb, a Bankrupt",5 U.S. 239,1803-03-18,1,5537,html_with_citations
84769,Stuart v. Laird,5 U.S. 299,1803-03-18,1,3164,html_with_citations
84773,Marine Insurance Company of Alexandria v. James Young,5 U.S. 332,1803-03-18,1,789,html_with_citations
84774,Hodgson v. Dexter,5 U.S. 345,1803-03-18,1,6084,html_with_citations
2620814,Wood v. Wagnon,6 U.S. 9,1804-02-09,1,1214,html_with_citations
2620817,Williams v. Lyles,6 U.S. 9,1804-02-09,1,1638,html_with_citations
84776,Faw v. Marsteller,6 U.S. 10,1804-02-14,1,30902,html_with_citations
6726196,Williams & Hodges v. Lyles,6 U.S. 10,1804-02-15,1,1426,html_with_citations
84777,Ogle v. Lee,6 U.S. 33,1804-02-22,1,29202,html_with_citations
84778,Murray v. Schooner Charming Betsy,6 U.S. 64,1804-02-22,1,24186,html_with_citations
6726202,Pennington v. Coxe,6 U.S. 34,1804-02-22,1,28832,html_with_citations
84780,Head & Amory v. Providence Ins. Co.,6 U.S. 127,1804-02-25,1,15533,html_with_citations
84781,Little v. Barreme,6 U.S. 170,1804-02-27,1,8781,html_with_citations
84782,Dunlop & Co. v. Ball,6 U.S. 180,1804-02-28,1,3269,html_with_citations
84783,Blakeney v. Evans,6 U.S. 185,1804-02-29,1,5194,html_with_citations
6726218,Ogden v. Blackledge,6 U.S. 272,1804-03-06,1,1069,html_with_citations
84779,Capron v. Van Noorden,6 U.S. 126,1804-03-18,1,1367,html_with_citations
84784,Church v. Hubbart,6 U.S. 187,1804-03-18,1,18347,html_with_citations
84785,Mason v. Ship Blaireau,6 U.S. 240,1804-03-18,1,18229,html_with_citations
84786,"Ogden, Administrator of Cornell v. Blackledge, of Salter",6 U.S. 272,1804-03-18,1,11483,html_with_citations
6726221,McIlvaine v. Lessee,6 U.S. 281,1805-02-15,1,99218,html_with_citations
6726225,"Reily v. Lamar, Beall & Smith",6 U.S. 345,1805-02-15,1,2282,html_with_citations
84788,Adams v. Woods,6 U.S. 336,1805-02-19,1,9460,html_with_citations
84790,Reily v. Lámar,6 U.S. 344,1805-02-19,1,3301,html_with_citations
84791,United States v. Fisher,6 U.S. 358,1805-02-21,1,45536,html_with_citations
84792,Telfair v. Stead's Executors,6 U.S. 407,1805-02-25,1,892,html_with_citations
84793,Graves & Barnewall v. Boston Marine Insurance,6 U.S. 419,1805-02-25,1,14839,html_with_citations
84794,Hepburn & Dundas v. Ellzey,6 U.S. 445,1805-02-25,1,2980,html_with_citations
2620815,Bailiff v. Tipping,6 U.S. 406,1805-02-25,1,640,html_with_citations
2620816,United States v. Schooner Sally,6 U.S. 406,1805-02-25,1,984,html_with_citations
84795,Huidekoper's Lessee v. Douglass,7 U.S. 1,1805-02-27,3,36949,html_with_citations
84796,United States v. Hooe Et Al.,7 U.S. 73,1805-02-27,1,9404,html_with_citations
84797,Peyton v. Brooke,7 U.S. 92,1805-02-27,1,12084,html_with_citations
84787,McIlvaine v. Coxe's Lessee,6 U.S. 280,1805-03-18,1,113145,html_with_citations
84789,Winchester v. Hackley,6 U.S. 342,1805-03-18,1,4379,html_with_citations
84798,Lambert's Lessee v. Payne,7 U.S. 97,1805-03-18,1,31889,html_with_citations
84799,Hodgson v. Butts,7 U.S. 140,1805-03-18,1,6865,html_with_citations
84800,United States v. Benjamin More. 1,7 U.S. 159,1805-03-18,1,40481,html_with_citations
84801,Faw v. Roberdeau's,7 U.S. 174,1805-03-18,1,12071,html_with_citations
84802,Ray v. Law,7 U.S. 179,1805-03-18,1,583,html_with_citations
84803,Levy v. Gadsby,7 U.S. 180,1805-03-18,1,17507,html_with_citations
84804,The Marine Insurance Company of Alexandria v. Wilson.,7 U.S. 187,1805-03-18,1,13110,html_with_citations
84805,Wilson v. Codman's,7 U.S. 193,1805-03-18,1,8903,html_with_citations
84806,Hallet and Bowne v. Jenks and Others,7 U.S. 210,1805-03-18,1,24841,html_with_citations
84807,"Milligan, Administrator of Milligan v. Milledge & Wife.",7 U.S. 220,1805-03-18,1,20917,html_with_citations
84808,Cooke v. Graham's Administrator.,7 U.S. 229,1805-03-18,1,16720,html_with_citations
84809,Dobynes & Morton v. United States,7 U.S. 241,1806-02-10,1,710,html_with_citations
84810,Hannay v. Eve,7 U.S. 242,1806-02-13,1,5349,html_with_citations
84811,S. AND A. SILSBY v. Young and Silsby,7 U.S. 249,1806-02-13,1,12318,html_with_citations
84812,Strawbridge v. Curtiss,7 U.S. 267,1806-02-13,1,1211,html_with_citations
84813,Gordon v. Caldcleugh,7 U.S. 268,1806-02-13,1,1520,html_with_citations
2429586,Montalet v. Murray,7 U.S. 249,1806-02-13,1,655,html_with_citations
6726237,Silsby v. Young,7 U.S. 149,1806-02-13,1,11931,html_with_citations
84814,McFerran v. Taylor,7 U.S. 270,1806-02-14,1,6719,html_with_citations
84815,Wilson v. Speed,7 U.S. 283,1806-02-14,1,6324,html_with_citations
84817,Douglass & Mandeville v. McAllister,7 U.S. 298,1806-02-17,1,1010,html_with_citations
2429567,Field v. Milton,7 U.S. 514,1806-02-17,1,553,html_with_citations
2432524,Winchester v. JACKSON AND OTHERS,7 U.S. 514,1806-02-17,1,650,html_with_citations
84818,Simms v. Slacum,7 U.S. 300,1806-02-19,3,24231,html_with_citations
84819,Harris v. Johnston,7 U.S. 311,1806-02-19,1,22322,html_with_citations
84820,Dixon's Executors v. Ramsay's Executors,7 U.S. 319,1806-02-19,1,12681,html_with_citations
84821,Scott v. Negro London,7 U.S. 324,1806-02-19,1,18841,html_with_citations
84822,Wise v. Withers,7 U.S. 331,1806-02-19,1,4900,html_with_citations
84823,United States v. Grundy and Thornburgh,7 U.S. 337,1806-02-22,1,46207,html_with_citations
84826,"Manella, Pujals, and Co. v. Barry",7 U.S. 415,1806-02-26,1,20716,html_with_citations
84825,United States v. Heth,7 U.S. 399,1806-02-27,1,17959,html_with_citations
84816,Buddicum v. Kirk,7 U.S. 293,1806-03-18,1,12962,html_with_citations
84824,Ma. In. Co. of Alexandria v. J. and Jh Tucker,7 U.S. 357,1806-03-18,1,36415,html_with_citations
84827,Ex Parte Burford,7 U.S. 448,1806-03-18,1,9497,html_with_citations
84828,Hopkirk v. Bell,7 U.S. 454,1806-03-18,1,11471,html_with_citations
84829,Maley v. Shattuck,7 U.S. 458,1806-03-18,1,11253,html_with_citations
84830,Lawrason v. Mason,7 U.S. 492,1806-03-18,1,9240,html_with_citations
84831,Knox v. Summers,7 U.S. 496,1806-03-18,1,603,html_with_citations
84832,Sands v. Knox,7 U.S. 499,1806-03-18,1,12176,html_with_citations
84833,Randolph v. Ware,7 U.S. 503,1806-03-18,1,11575,html_with_citations
84835,Jennings v. Carson,8 U.S. 2,1807-02-11,1,19493,html_with_citations
84836,Rhinelander v. Insurance Co. of Pennsylvania,8 U.S. 29,1807-02-11,1,11753,html_with_citations
84837,Montalet v. Murray,8 U.S. 46,1807-02-12,1,1258,html_with_citations
84838,United States v. Willings & Francis,8 U.S. 48,1807-02-14,1,10362,html_with_citations
84839,O'Neale v. Long,8 U.S. 60,1807-02-14,1,675,html_with_citations
84840,Smith and Others v. Carrington and Others,8 U.S. 62,1807-02-16,1,8279,html_with_citations
84834,United States v. Kid and Watson,8 U.S. 1,1807-02-18,1,1821,html_with_citations
84852,Wood v. Lide,8 U.S. 180,1807-02-19,1,1586,html_with_citations
84842,Ex Parte Bollman and Swartwout,8 U.S. 75,1807-02-20,3,187036,html_with_citations
84844,French's v. Bank of Columbia,8 U.S. 141,1807-02-23,1,23515,html_with_citations
84843,Skillern's Executors v. May's Executors,8 U.S. 137,1807-02-26,1,11140,html_with_citations
84841,Pendleton and Webb v. Wambersie and Others,8 U.S. 73,1807-02-27,1,2715,html_with_citations
84845,Hopkirk v. Bell,8 U.S. 164,1807-02-28,1,2259,html_with_citations
84846,Hicks v. Rogers,8 U.S. 165,1807-02-28,1,1856,html_with_citations
84847,United States v. Cantril,8 U.S. 167,1807-02-28,1,1029,html_with_citations
84848,Sthreshley and Obannon v. United States,8 U.S. 169,1807-02-28,1,959,html_with_citations
84849,Humphrey Marshall and Wife v. James Currie,8 U.S. 172,1807-02-28,1,3796,html_with_citations
84850,Viers v. Montgomery,8 U.S. 177,1807-02-28,1,1548,html_with_citations
84851,Diggs v. Wolcott,8 U.S. 179,1807-02-28,1,2118,html_with_citations
84853,Fitzsimmons v. Newport Insurance,8 U.S. 185,1808-02-18,1,12748,html_with_citations
84856,"United States v. Brig Union, &C.",8 U.S. 216,1808-02-22,1,3016,html_with_citations
84854,Marshall v. Delaware Insurance,8 U.S. 202,1808-02-23,1,6397,html_with_citations
84855,McIlvaine v. Coxe's Lessee,8 U.S. 209,1808-02-23,1,10316,html_with_citations
84857,Pawling and Others v. The United States,8 U.S. 219,1808-02-27,1,6007,html_with_citations
84858,Grant v. Naylor,8 U.S. 224,1808-02-29,1,30766,html_with_citations
84859,Woods v. Young,8 U.S. 237,1808-02-29,1,1359,html_with_citations
84860,Young v. Preston,8 U.S. 239,1808-02-29,1,3123,html_with_citations
84873,Alexander v. Baltimore Insurance,8 U.S. 370,1808-03-11,1,20988,html_with_citations
2419163,Morgan v. Callender,8 U.S. 370,1808-03-11,1,407,html_with_citations
84874,Matthews v. Zane,8 U.S. 382,1808-03-12,1,1042,html_with_citations
84875,Young v. The Bank of Alexandria,8 U.S. 384,1808-03-12,1,35374,html_with_citations
84876,Spiers v. Willison,8 U.S. 398,1808-03-14,1,1199,html_with_citations
84877,Ramsay v. Lee,8 U.S. 401,1808-03-14,1,747,html_with_citations
84878,Stead's Executors v. Course,8 U.S. 403,1808-03-14,1,29555,html_with_citations
84879,Higginson v. Mein,8 U.S. 415,1808-03-14,1,6151,html_with_citations
84867,Dawson's Lessee v. Godfrey,8 U.S. 321,1808-03-15,1,5698,html_with_citations
84880,Pollard & Pickett v. Dwight,8 U.S. 421,1808-03-15,1,9763,html_with_citations
84882,Croudson v. Leonard,8 U.S. 434,1808-03-15,1,20693,html_with_citations
84881,Ex Parte Lewis and Others,8 U.S. 433,1808-03-16,1,1470,html_with_citations
84883,"The United States v. The Schooner Betsey and Charlotte, and Her Cargo",8 U.S. 443,1808-03-16,1,25618,html_with_citations
84861,Rose v. Himely,8 U.S. 241,1808-03-18,4,115596,html_with_citations
84862,Hudson v. Guestier,8 U.S. 293,1808-03-18,3,24368,html_with_citations
84863,Alexander v. Harris,8 U.S. 299,1808-03-18,1,8467,html_with_citations
84864,Chappedelaine v. Dechenaux,8 U.S. 306,1808-03-18,1,4723,html_with_citations
84865,The United States v. McDowell,8 U.S. 316,1808-03-18,1,1368,html_with_citations
84866,The Mayor and Commonalty of Alexandria v. Patten and Others,8 U.S. 317,1808-03-18,1,10798,html_with_citations
84868,Mountz and Others v. Hodgson and Thompson,8 U.S. 324,1808-03-18,1,9987,html_with_citations
84869,Blaine v. The Ship Charles Carter. Donald and Burton and Others,8 U.S. 328,1808-03-18,1,4403,html_with_citations
84870,United States v. Gurney and Others,8 U.S. 333,1808-03-18,1,13004,html_with_citations
84871,Peisch and Others v. WARE AND OTHERS &C.,8 U.S. 347,1808-03-18,1,17779,html_with_citations
84872,Shearman v. Irvine's Lessee,8 U.S. 367,1808-03-18,1,7264,html_with_citations
2620973,Browne v. Strode,9 U.S. 303,1809-01-01,1,207,html_with_citations
2620974,Hodgson & Thompson v. Bowerbank,9 U.S. 303,1809-01-01,1,610,html_with_citations
84915,Welsh v. Mandeville & Jamesson,9 U.S. 321,1809-02-01,1,546,html_with_citations
84890,Tucker v. Oxley,9 U.S. 34,1809-02-15,1,12866,html_with_citations
84895,Matthews v. Zane's Lessee,9 U.S. 92,1809-02-16,1,17927,html_with_citations
84884,Alexander v. Mayor of Alexandria,9 U.S. 1,1809-02-18,1,10171,html_with_citations
84885,Henderson v. Moore,9 U.S. 11,1809-02-18,1,621,html_with_citations
84886,Cooke v. Woodrow,9 U.S. 13,1809-02-18,1,1322,html_with_citations
84887,Mandeville and Jamesson v. Wilson,9 U.S. 15,1809-02-18,1,9594,html_with_citations
2620975,United States v. Weeks,9 U.S. 1,1809-02-18,1,696,html_with_citations
84897,United States v. Peters,9 U.S. 115,1809-02-20,1,13525,html_with_citations
84900,Kempe's Lessee v. Kennedy,9 U.S. 173,1809-02-20,1,32385,html_with_citations
84888,Fairfax's v. Fairfax,9 U.S. 19,1809-02-21,1,3268,html_with_citations
84898,Violett v. Patton,9 U.S. 142,1809-02-23,1,11459,html_with_citations
