cluster_id,caseName,us_cite,dateFiled,n_opinions,total_chars,text_sources
85089,Mandeville v. Union Bank of Georgetown,13 U.S. 9,1815-02-18,1,928,html_with_citations
85096,Parker v. Rule's Lessee,13 U.S. 64,1815-02-18,1,8610,html_with_citations
85097,Brig Struggle v. United States,13 U.S. 71,1815-02-18,1,12418,html_with_citations
85098,Randolph v. Donaldson,13 U.S. 76,1815-02-21,1,5658,html_with_citations
85099,Polk's Lessee v. Wendal,13 U.S. 87,1815-02-21,1,18014,html_with_citations
85100,The Ship Richmond v. United States,13 U.S. 102,1815-02-22,1,4349,html_with_citations
85101,Arnold and Others v. The United States,13 U.S. 104,1815-02-23,1,38826,html_with_citations
85102,"The St. Lawrence, Webb, Master",13 U.S. 120,1815-02-25,1,3188,html_with_citations
85103,Drummond's Administrators v. Magruder & Co's. Trustees,13 U.S. 122,1815-02-25,1,4039,html_with_citations
85104,"The MARY, Stafford, Mastf",13 U.S. 126,1815-02-25,1,27509,html_with_citations
85105,"Doe, Lessee of Lewis & Wife v. Mfarland & Others",13 U.S. 151,1815-02-27,1,4717,html_with_citations
85106,Clark's Executors v. Van Riemsdyk,13 U.S. 153,1815-02-28,1,24768,html_with_citations
85107,Finley v. Williams,13 U.S. 164,1815-02-28,1,22898,html_with_citations
2518368,U. STATES v. the Cargo of the Fanny,13 U.S. 181,1815-03-01,1,2569,html_with_citations
85118,The Schooner Adeline & Cargo,13 U.S. 244,1815-03-10,1,15817,html_with_citations
85119,"The Brig Ann, McLain, Master",13 U.S. 289,1815-03-10,1,6021,html_with_citations
85120,The Town of Pawlet v. D. CLARK & OTHERS,13 U.S. 292,1815-03-10,1,43022,html_with_citations
85121,Otis v. Watkins,13 U.S. 339,1815-03-10,1,13874,html_with_citations
85122,The BRIG ALERTA & CARGO v. Blas Moran,13 U.S. 359,1815-03-10,1,9149,html_with_citations
85123,"The Grotius, Sheafe, Master",13 U.S. 368,1815-03-10,1,10523,html_with_citations
85124,GETTINGS v. BURCH’S Administratix,13 U.S. 372,1815-03-10,1,1585,html_with_citations
85125,The United States v. Bryan and Woodcock. (Garnishees of Hendrickson.),13 U.S. 374,1815-03-11,1,31029,html_with_citations
85126,"The Brig Concord, Taylor, Master",13 U.S. 387,1815-03-11,1,2056,html_with_citations
85127,"The Nereide, Bennett, Master",13 U.S. 388,1815-03-11,1,105109,html_with_citations
85128,PRATT & OTHERS v. Law & Campbell,13 U.S. 456,1815-03-11,1,38110,html_with_citations
85108,McIver Lessee v. Walker and Another,13 U.S. 173,1815-03-18,1,4896,html_with_citations
85109,Owens v. Hanney,13 U.S. 180,1815-03-18,1,376,html_with_citations
85110,"The United States v. The Cargo of the Ship Fanny, Jennings, Master",13 U.S. 181,1815-03-18,1,1856,html_with_citations
85111,The Frances,13 U.S. 183,1815-03-18,1,8019,html_with_citations
85112,30 HHDS. OF SUGAR v. Boyle & Others,13 U.S. 191,1815-03-18,1,10407,html_with_citations
85113,Evans v. Jordan,13 U.S. 199,1815-03-18,1,7999,html_with_citations
85114,Cargo of the Ship Hazard v. Campbell,13 U.S. 205,1815-03-18,1,6599,html_with_citations
85115,"Ship Societe, Martinson, Master",13 U.S. 209,1815-03-18,1,5045,html_with_citations
85116,U. States v. Giles & Others,13 U.S. 212,1815-03-18,1,30106,html_with_citations
85117,U. States v. Job L. Barber,13 U.S. 243,1815-03-18,1,446,html_with_citations
1655414,The George,14 U.S. 408,1816-01-01,1,9989,html_with_citations
85129,"Negress Sally Henry, by William Henry, Her Father and Next Friend v. Ball",14 U.S. 1,1816-02-10,1,4511,html_with_citations
85130,Davis v. Wood,14 U.S. 6,1816-02-12,1,786,html_with_citations
85132,The Ship Octavia .—Nicholls,14 U.S. 20,1816-02-13,1,3716,html_with_citations
85133,The Mary and Susan .—G. & H. Van Wagenen,14 U.S. 25,1816-02-14,1,19071,html_with_citations
85134,The Mary and Susan .—Richardson,14 U.S. 46,1816-02-14,1,15545,html_with_citations
85131,The Samuel,14 U.S. 9,1816-02-16,1,12069,html_with_citations
85135,The Rugen .—Buhring,14 U.S. 62,1816-02-19,1,15794,html_with_citations
85137,Anderson v. Longden,14 U.S. 85,1816-02-23,1,11101,html_with_citations
85136,Thompson v. Gray,14 U.S. 75,1816-02-26,1,7991,html_with_citations
85138,The Corporation of New-Orleans v. Winter,14 U.S. 91,1816-02-28,1,2408,html_with_citations
85139,The Aurora,14 U.S. 96,1816-02-29,1,19868,html_with_citations
85152,Morean v. United States Insurance,14 U.S. 219,1816-03-11,1,22582,html_with_citations
85153,Welch v. Mandeville,14 U.S. 233,1816-03-11,1,4618,html_with_citations
85151,Renner & Bussard v. Marshall,14 U.S. 215,1816-03-12,1,4096,html_with_citations
85156,Mutual Assurance Society v. Watts,14 U.S. 279,1816-03-13,1,21483,html_with_citations
85159,Harden v. Fisher,14 U.S. 300,1816-03-15,1,6115,html_with_citations
85155,The Edward,14 U.S. 261,1816-03-16,1,28553,html_with_citations
85140,The Venus,14 U.S. 112,1816-03-18,1,5140,html_with_citations
85141,Preston v. Browder,14 U.S. 115,1816-03-18,1,6693,html_with_citations
85142,The Astrea,14 U.S. 125,1816-03-18,1,6980,html_with_citations
85143,Matson v. Hord,14 U.S. 130,1816-03-18,1,18055,html_with_citations
85144,Taylor v. Walton,14 U.S. 141,1816-03-18,1,16656,html_with_citations
85145,Barr v. Lapsley,14 U.S. 151,1816-03-18,1,6767,html_with_citations
85146,Danforth's Lessee v. Thomas,14 U.S. 155,1816-03-18,1,5357,html_with_citations
85147,The Antonia Johanna,14 U.S. 159,1816-03-18,1,22127,html_with_citations
85148,The Nereid,14 U.S. 171,1816-03-18,1,399,html_with_citations
85149,Hepburn and Dundas's Heirs v. Dunlop & Co.,14 U.S. 179,1816-03-18,1,52876,html_with_citations
85150,The St. Joze Indiano,14 U.S. 208,1816-03-18,1,8638,html_with_citations
85154,L'Invincible,14 U.S. 238,1816-03-18,1,16033,html_with_citations
85157,Walden v. The Heirs of Gratz,14 U.S. 292,1816-03-18,1,4362,html_with_citations
85158,The Harrison,14 U.S. 298,1816-03-18,1,2352,html_with_citations
85168,Jones v. Shore's,14 U.S. 462,1816-03-18,1,14499,html_with_citations
85169,Patton's Lessee v. Easton,14 U.S. 476,1816-03-18,1,9547,html_with_citations
85160,Martin v. Hunter's Lessee,14 U.S. 304,1816-03-20,1,105144,html_with_citations
85162,United States v. Coolidge,14 U.S. 415,1816-03-21,1,1596,html_with_citations
85163,The St. Nicholas,14 U.S. 417,1816-03-21,1,25361,html_with_citations
85165,The Elsineur .—Jones,14 U.S. 439,1816-03-21,1,1208,html_with_citations
85161,The Commercen,14 U.S. 382,1816-03-22,4,82089,html_with_citations
85164,Russel v. Trustees of Transylvania University,14 U.S. 432,1816-03-22,1,10183,html_with_citations
85166,The Hiram,14 U.S. 440,1816-03-22,1,6102,html_with_citations
85167,Ammidon v. Smith,14 U.S. 447,1816-03-22,1,8378,html_with_citations
85170,Ross and Morrison v. Reed,14 U.S. 482,1816-03-22,1,3526,html_with_citations
85174,"M'iver, Lessees v. Ragan",15 U.S. 25,1817-02-10,1,5353,html_with_citations
85171,Slocum v. Mayberry,15 U.S. 1,1817-02-12,1,6897,html_with_citations
85182,The Mary,15 U.S. 123,1817-02-14,1,3166,html_with_citations
85184,The Ariadne,15 U.S. 143,1817-02-14,1,1389,html_with_citations
85172,Greenleaf v. Cook,15 U.S. 13,1817-02-18,1,4018,html_with_citations
85179,Beverly v. Brooke,15 U.S. 100,1817-02-19,1,19090,html_with_citations
85173,Otis v. Walter,15 U.S. 18,1817-02-21,1,7202,html_with_citations
85177,Coolidge v. Payson,15 U.S. 66,1817-02-21,1,19413,html_with_citations
85180,McCoul v. Lekamp's Administratrix,15 U.S. 111,1817-02-24,1,14353,html_with_citations
85181,United States v. Sheldon,15 U.S. 119,1817-02-26,1,6133,html_with_citations
85176,Duvall v. Craig,15 U.S. 45,1817-02-27,1,31852,html_with_citations
85205,The London Packet,15 U.S. 371,1817-03-10,1,1692,html_with_citations
85196,The Argo,15 U.S. 287,1817-03-11,1,2270,html_with_citations
85197,Morgan's Heirs v. Morgan,15 U.S. 290,1817-03-11,1,20780,html_with_citations
85199,Shipp v. Miller's Heirs,15 U.S. 316,1817-03-11,1,17654,html_with_citations
85175,Hunter v. Bryant,15 U.S. 32,1817-03-12,1,21083,html_with_citations
85201,Colson v. Thompson,15 U.S. 336,1817-03-12,1,10182,html_with_citations
85191,Patterson v. United States,15 U.S. 221,1817-03-13,1,7651,html_with_citations
85198,Liter v. Green,15 U.S. 306,1817-03-13,1,23211,html_with_citations
85200,The Anna Maria,15 U.S. 327,1817-03-13,1,7622,html_with_citations
85203,Inglee v. Coolidge,15 U.S. 363,1817-03-13,1,3801,html_with_citations
85204,McCluny v. Silliman,15 U.S. 369,1817-03-13,1,4609,html_with_citations
85194,Chirac v. Lessee of Chirac,15 U.S. 259,1817-03-14,1,16679,html_with_citations
85207,Colson v. Lewis,15 U.S. 377,1817-03-14,1,3574,html_with_citations
85188,Laidlaw v. Organ,15 U.S. 178,1817-03-15,1,37270,html_with_citations
85193,The United States v. Tenbroek,15 U.S. 248,1817-03-15,1,19481,html_with_citations
85195,The George,15 U.S. 278,1817-03-15,1,13880,html_with_citations
85202,The Eleanor,15 U.S. 345,1817-03-15,1,12710,html_with_citations
85206,Lenox v. Roberts,15 U.S. 373,1817-03-15,1,1411,html_with_citations
85208,Leeds v. Marine Ins. Co. of Alexandria,15 U.S. 380,1817-03-15,1,7417,html_with_citations
85209,Raborg v. Peyton,15 U.S. 385,1817-03-15,1,8053,html_with_citations
85210,Union Bank of Georgetown v. Laird,15 U.S. 390,1817-03-15,1,3514,html_with_citations
85211,The United States v. Barker,15 U.S. 395,1817-03-15,1,1898,html_with_citations
85212,Thelusson v. Smith,15 U.S. 396,1817-03-15,1,6172,html_with_citations
2527082,The Fortuna,15 U.S. 161,1817-03-17,1,825,html_with_citations
85178,The Dos Hermanos,15 U.S. 76,1817-03-18,1,35684,html_with_citations
85183,The San Pedro,15 U.S. 132,1817-03-18,1,10672,html_with_citations
85185,The William King— Davis,15 U.S. 148,1817-03-18,1,15132,html_with_citations
85187,The Bothnea and the Jahnstoff,15 U.S. 169,1817-03-18,1,14427,html_with_citations
85189,Rutherford v. Greene's Heirs,15 U.S. 196,1817-03-18,1,16782,html_with_citations
85190,Johnson v. Pannel's Heirs,15 U.S. 206,1817-03-18,1,23932,html_with_citations
85192,The Pizarro,15 U.S. 227,1817-03-18,1,19451,html_with_citations
85215,"M'iver, Assignee, &C. v. Kyger",16 U.S. 53,1818-02-10,1,8018,html_with_citations
85216,The Diana,16 U.S. 27,1818-02-10,1,969,html_with_citations
85217,The New York,16 U.S. 27,1818-02-10,1,31142,html_with_citations
1101065,McIver v. Kyger,16 U.S. 24,1818-02-10,1,7740,html_with_citations
85218,The Samuel.— Beach,16 U.S. 77,1818-02-11,1,1677,html_with_citations
85219,"The San Pedro.—valverde, . 1",16 U.S. 78,1818-02-11,1,336,html_with_citations
1101123,The San Pedro,16 U.S. 36,1818-02-11,1,932,html_with_citations
1101108,The Star,16 U.S. 37,1818-02-16,1,33162,html_with_citations
85220,Lanusse v. Barker,16 U.S. 48,1818-02-17,1,37080,html_with_citations
85213,Jackson Ex Dem. People v. Clarke,16 U.S. 1,1818-02-18,1,5515,html_with_citations
85214,The Friendschaft,16 U.S. 7,1818-02-18,1,13658,html_with_citations
85221,Hughes v. The Union Insurance Company,16 U.S. 159,1818-02-18,1,8151,html_with_citations
85222,Swan v. The Union Insurance Company of Maryland,16 U.S. 168,1818-02-18,1,5671,html_with_citations
85223,Dugan v. United States,16 U.S. 82,1818-02-19,1,7114,html_with_citations
85224,Olivera v. The Union Insurance Company,16 U.S. 183,1818-02-19,1,25481,html_with_citations
85225,Shepherd v. Hampton,16 U.S. 94,1818-02-19,1,1090,html_with_citations
85226,Patton v. Nicholson,16 U.S. 96,1818-02-19,1,12579,html_with_citations
85233,United States v. Bevans,16 U.S. 157,1818-02-21,1,10296,html_with_citations
85227,Robinson v. Campbell,16 U.S. 100,1818-02-24,1,30716,html_with_citations
85228,Dunlop v. Hepburn,16 U.S. 231,1818-02-24,1,2043,html_with_citations
85229,United States v. 150 Crates of Earthen-Ware,16 U.S. 110,1818-02-24,1,2252,html_with_citations
85230,Hampton v. M'connel,16 U.S. 234,1818-02-24,1,3258,html_with_citations
1101120,Hampton v. McConnell,16 U.S. 110,1818-02-24,1,5629,html_with_citations
85246,Craig v. Radford,16 U.S. 274,1818-02-25,1,9364,html_with_citations
85231,The Fortuna,16 U.S. 112,1818-02-26,1,16853,html_with_citations
85232,Gelston v. Hoyt,16 U.S. 116,1818-02-27,1,57345,html_with_citations
85234,The Aeolus— Wood,16 U.S. 392,1818-02-27,1,29621,html_with_citations
8403403,The Æolus,16 U.S. 392,1818-02-27,2,13537,html_with_citations
1101164,Murray v. Baker,16 U.S. 249,1818-03-09,1,1123,html_with_citations
85243,The Amiable Nancy,16 U.S. 252,1818-03-11,1,9249,html_with_citations
85244,Craig v. Leslie,16 U.S. 260,1818-03-11,1,24523,html_with_citations
85247,Ross v. Triplett,16 U.S. 276,1818-03-12,1,1018,html_with_citations
85248,The Neptune,16 U.S. 277,1818-03-13,1,13641,html_with_citations
85249,United States v. Palmer,16 U.S. 281,1818-03-14,1,30500,html_with_citations
85235,The Atlanta.— Foussat,16 U.S. 409,1818-03-18,1,32971,html_with_citations
85236,Houston v. Moore,16 U.S. 433,1818-03-18,1,1525,html_with_citations
85237,The Anne,16 U.S. 201,1818-03-18,1,8804,html_with_citations
85238,Brown v. Jackson,16 U.S. 449,1818-03-18,1,3681,html_with_citations
85239,Evans v. Eaton,16 U.S. 210,1818-03-18,1,28160,html_with_citations
85240,Lenox v. Prout,16 U.S. 240,1818-03-18,1,6631,html_with_citations
85241,Burton's Lessee v. Williams,16 U.S. 529,1818-03-18,1,14018,html_with_citations
85242,Murray's Lessee v. Baker,16 U.S. 541,1818-03-18,1,8621,html_with_citations
85245,Cameron v. McRoberts,16 U.S. 272,1818-03-18,1,1677,html_with_citations
85255,The Experiment,17 U.S. 84,1819-02-01,1,1655,html_with_citations
85256,Weightman v. Caldwell,17 U.S. 53,1819-02-10,1,29917,html_with_citations
85252,Evans v. Phillips,17 U.S. 48,1819-02-11,1,1171,html_with_citations
85257,The Sybil,17 U.S. 59,1819-02-15,1,2394,html_with_citations
6726683,Miller v. Nicholls,17 U.S. 311,1819-02-15,1,1467,html_with_citations
6726689,M'Iver's Lessee v. Walker,17 U.S. 444,1819-02-15,1,1452,html_with_citations
6726700,Wheaton v. Sexton's Lessee,17 U.S. 503,1819-02-15,1,4639,html_with_citations
85258,The Caledonian,17 U.S. 60,1819-02-16,1,4888,html_with_citations
85259,The Langdon Cheves: Lamb,17 U.S. 103,1819-02-16,1,1502,html_with_citations
85261,United States v. Howland,17 U.S. 64,1819-02-17,1,17367,html_with_citations
85262,Sturges v. Crowninshield,17 U.S. 70,1819-02-17,1,30473,html_with_citations
85250,Trustees of the Philadelphia Baptist Ass'n v. Hart's Executors,17 U.S. 1,1819-02-18,1,44436,html_with_citations
85251,The Divina Pastora,17 U.S. 37,1819-02-18,1,28347,html_with_citations
85253,Van Ness v. Buel,17 U.S. 48,1819-02-18,1,3190,html_with_citations
85254,Williams v. Peyton's Lessee,17 U.S. 77,1819-02-18,1,12618,html_with_citations
85264,Barr v. Gratz's Heirs,17 U.S. 213,1819-02-19,1,9921,html_with_citations
85263,M'millan v. M'neill,17 U.S. 209,1819-02-20,1,9518,html_with_citations
85265,Eliason v. Henshaw,17 U.S. 118,1819-02-20,1,7298,html_with_citations
85266,Somerville's Executors v. Hamilton,17 U.S. 230,1819-02-20,1,4521,html_with_citations
85267,Bank of Columbia v. Okely,17 U.S. 122,1819-02-22,1,10953,html_with_citations
85268,United States v. Rice,17 U.S. 128,1819-02-22,1,5247,html_with_citations
85269,Brown v. Gilman,17 U.S. 132,1819-02-24,1,38791,html_with_citations
85260,The Friendschaft: Moreira,17 U.S. 105,1819-02-25,1,5922,html_with_citations
85282,Dartmouth College v. Woodward,17 U.S. 250,1819-02-25,1,153275,html_with_citations
1320585,McCulloch v. Maryland,17 U.S. 159,1819-03-06,1,61767,html_with_citations
85273,The General Smith,17 U.S. 214,1819-03-10,1,6826,html_with_citations
85275,Orr v. Hodgson,17 U.S. 221,1819-03-10,1,11138,html_with_citations
85274,McIver Lessee v. Walker,17 U.S. 444,1819-03-11,1,14322,html_with_citations
85277,McArthur v. Browder,17 U.S. 237,1819-03-12,1,9625,html_with_citations
85278,The Neustra Senora De La Caridad: Bages,17 U.S. 497,1819-03-12,1,4045,html_with_citations
85279,Wheaton v. Sexton,17 U.S. 243,1819-03-12,1,4705,html_with_citations
85280,Sergeant's Lessee v. Biddle,17 U.S. 508,1819-03-12,1,8346,html_with_citations
85281,Boyd's Lessee v. Graves,17 U.S. 513,1819-03-12,1,7638,html_with_citations
85270,"The Estrella: Hernandez, 1",17 U.S. 298,1819-03-18,1,14326,html_with_citations
85271,"Miller, for the Use of the United States v. Nicholls",17 U.S. 311,1819-03-18,1,7903,html_with_citations
85272,M'culloch v. State of Maryland,17 U.S. 316,1819-03-18,1,65338,html_with_citations
85276,Astor v. Wells,17 U.S. 466,1819-03-18,1,38769,html_with_citations
85285,McClung v. Ross,18 U.S. 54,1820-02-14,1,19387,html_with_citations
85283,Houston v. Moore,18 U.S. 1,1820-02-16,1,115880,html_with_citations
85284,United States v. Wiltberger,18 U.S. 35,1820-02-18,1,46115,html_with_citations
85286,"The Venus, Jademerowsky",18 U.S. 127,1820-02-21,1,3515,html_with_citations
85288,United States v. Klintock,18 U.S. 144,1820-02-24,1,7771,html_with_citations
85289,United States v. Smith,18 U.S. 71,1820-02-25,1,53245,html_with_citations
85287,The London Packet.— Merino,18 U.S. 132,1820-02-29,1,12008,html_with_citations
85297,Loughborough v. Blake,18 U.S. 146,1820-03-10,1,13619,html_with_citations
85298,MECHANICS'BANK v. Bank of Columbia,18 U.S. 150,1820-03-13,1,6109,html_with_citations
85299,The Josefa Segunda,18 U.S. 156,1820-03-13,1,12992,html_with_citations
85300,Blake v. Doherty,18 U.S. 165,1820-03-13,1,23426,html_with_citations
6726740,Mechanics' Bank v. Bank of Columbia,18 U.S. 326,1820-03-13,1,6429,html_with_citations
85301,Handly's Lessee v. Anthony,18 U.S. 374,1820-03-14,1,17820,html_with_citations
85302,"La Amistad De Rues.-Almiral, Libellant",18 U.S. 385,1820-03-14,1,9710,html_with_citations
85303,Lyle v. Rodgers,18 U.S. 181,1820-03-15,1,9182,html_with_citations
85304,United States v. Holmes,18 U.S. 189,1820-03-15,1,7709,html_with_citations
85305,Owings v. Speed,18 U.S. 192,1820-03-16,1,6003,html_with_citations
85306,Conn v. Penn,18 U.S. 194,1820-03-16,1,6679,html_with_citations
85309,United States v. Lancaster,18 U.S. 198,1820-03-16,1,1549,html_with_citations
85307,Campbell v. Pratt,18 U.S. 196,1820-03-17,1,6465,html_with_citations
85308,The Atalanta.— Faussat,18 U.S. 433,1820-03-17,1,753,html_with_citations
85290,United States v. Furlong,18 U.S. 184,1820-03-18,1,25526,html_with_citations
85291,Stevenson's Heirs v. Sullivant,18 U.S. 207,1820-03-18,1,119469,html_with_citations
85292,Perkins v. Ramsey,18 U.S. 124,1820-03-18,1,11903,html_with_citations
85293,Mandeville v. Welch,18 U.S. 128,1820-03-18,1,11246,html_with_citations
85294,Wallace v. Anderson,18 U.S. 134,1820-03-18,1,1798,html_with_citations
85295,Polk's Lessee v. Wendell,18 U.S. 293,1820-03-18,1,20938,html_with_citations
85296,Marshall v. P. R. Beverley,18 U.S. 313,1820-03-18,1,4101,html_with_citations
