cluster_id,caseName,us_cite,volume,scdb_id,dateFiled,bucket,reason
84679,Oswald v. State of New York,2 U.S. 401,2,1792-001,1792-02-14,KEEP,has scdb_id
1299643,Vanstophorst v. Maryland,2 U.S. 401,2,1791-002,1792-02-14,KEEP,has scdb_id
1304346,West v. Barnes,2 U.S. 401,2,1791-001,1792-02-14,KEEP,has scdb_id
84680,Georgia v. Brailsford,2 U.S. 402,2,1792-002,1792-08-11,KEEP,has scdb_id
1299599,Hayburn's Case,2 U.S. 409,2,1792-004,1792-08-11,KEEP,has scdb_id
84681,Chisholm v. Georgia,2 U.S. 419,2,1793-001,1793-02-19,KEEP,has scdb_id
1303430,Oswald v. State of New York,2 U.S. 415,2,1793-002,1793-02-20,KEEP,has scdb_id
1306761,Georgia v. Brailsford,2 U.S. 415,2,1793-003,1793-02-20,KEEP,has scdb_id
84683,Georgia v. Brailsford,3 U.S. 1,3,1794-001,1794-02-17,KEEP,has scdb_id
2160646,Glass v. the Sloop Betsey,3 U.S. 6,3,1794-002,1794-02-18,KEEP,has scdb_id
84684,United States v. Hamilton,3 U.S. 17,3,1795-001,1795-02-20,KEEP,has scdb_id
2093658,Penhallow v. Doane's Administrators,3 U.S. 54,3,1795-002,1795-02-24,KEEP,has scdb_id
2230740,Bingham v. Cabbot,3 U.S. 19,3,1795-003,1795-03-02,KEEP,has scdb_id
2216108,United States v. Lawrence,3 U.S. 42,3,1795-004,1795-03-03,KEEP,has scdb_id
2229179,Talbot v. Janson,3 U.S. 133,3,1795-006,1795-08-22,KEEP,has scdb_id
84685,United States v. Peters,3 U.S. 121,3,1795-005,1795-08-24,KEEP,has scdb_id
2220732,McDonough v. Dannery,3 U.S. 188,3,1796-002,1796-02-17,KEEP,has scdb_id
84687,Hills in Error v. Ross,3 U.S. 184,3,1796-001,1796-02-26,KEEP,has scdb_id
2351149,Ware v. Hylton,3 U.S. 199,3,1796-003,1796-03-07,KEEP,has scdb_id
2218550,Geyer v. Michel,3 U.S. 285,3,1796-005,1796-03-14,KEEP,has scdb_id
84686,Hylton v. United States,3 U.S. 171,3,1796-004,1796-03-17,KEEP,has scdb_id
2347065,Hunter v. Fairfax's,3 U.S. 305,3,1796-006,1796-08-06,KEEP,has scdb_id
2095284,Moodie v. the Ship Alfred,3 U.S. 307,3,1796-008,1796-08-09,KEEP,has scdb_id
2098227,Moodie v. Ship Phoebe Anne,3 U.S. 319,3,1796-009,1796-08-09,KEEP,has scdb_id
2273280,Cotton v. Wallace,3 U.S. 302,3,1796-007,1796-08-09,KEEP,has scdb_id
84688,The United States v. La Vengeance,3 U.S. 297,3,1796-010,1796-08-11,KEEP,has scdb_id
2096950,Del Col v. Arnold,3 U.S. 333,3,1796-012,1796-08-11,KEEP,has scdb_id
2220154,Olney v. Arnold,3 U.S. 308,3,1796-011,1796-08-11,KEEP,has scdb_id
84689,Hills v. Ross,3 U.S. 331,3,1796-016,1796-08-12,KEEP,has scdb_id
2215103,Grayson v. Virginia,3 U.S. 320,3,1796-014,1796-08-12,KEEP,has scdb_id
2219105,Arcambel v. Wiseman,3 U.S. 306,3,1796-013,1796-08-12,KEEP,has scdb_id
2224213,Wiscart v. Dauchy,3 U.S. 321,3,1796-015,1796-08-12,KEEP,has scdb_id
2225895,Huger v. South Carolina,3 U.S. 339,3,1797-001,1797-02-10,KEEP,has scdb_id
84691,"Clerke, in Error v. Harwood",3 U.S. 342,3,1797-002,1797-02-11,KEEP,has scdb_id
84690,Jennings v. Brig Perseverance,3 U.S. 336,3,1797-003,1797-02-13,KEEP,has scdb_id
84692,Brown v. Van Braam,3 U.S. 344,3,1797-004,1797-02-13,KEEP,has scdb_id
2346358,Fenemore v. United States,3 U.S. 357,3,1797-006,1797-08-07,KEEP,has scdb_id
84693,Brown v. Barry,3 U.S. 365,3,1797-007,1797-08-15,KEEP,has scdb_id
2229888,Hamilton v. Moore,3 U.S. 371,3,1797-008,1797-08-15,KEEP,has scdb_id
2219671,Jones v. Le Tombe,3 U.S. 384,3,1798-001,1798-02-09,KEEP,has scdb_id
84694,Hollingsworth v. Virginia,3 U.S. 378,3,1798-002,1798-02-14,KEEP,has scdb_id
2158753,Bingham v. Cabot,3 U.S. 382,3,1798-003,1798-02-14,KEEP,has scdb_id
2217721,Emory v. Grenough,3 U.S. 369,3,1797-005,1798-02-14,KEEP,has scdb_id
84695,Calder v. Bull,3 U.S. 386,3,1798-005,1798-08-17,KEEP,has scdb_id
2224796,Wilson v. Daniel,3 U.S. 401,3,1798-004,1798-08-17,KEEP,has scdb_id
84696,Dewhurst v. Coulthard,3 U.S. 409,3,1798-006,1799-02-01,KEEP,has scdb_id
84697,Fowler v. Lindsey,3 U.S. 411,3,1799-002,1799-02-19,KEEP,has scdb_id
84698,Sims Lessee v. Irvine,3 U.S. 425,3,1799-004,1799-02-19,KEEP,has scdb_id
2225264,Clarke v. Russel,3 U.S. 415,3,1799-003,1799-02-19,KEEP,has scdb_id
2620848,Turner v. Enrille,4 U.S. 7,4,1799-007,1799-08-09,KEEP,has scdb_id
84706,State of New York v. State of Connecticut Et Al.,4 U.S. 1,4,1799-005,1799-08-17,KEEP,has scdb_id
84707,"Turner, Administrator of Stanley, in Error v. The President, Directors and Company of the Bank of North America",4 U.S. 8,4,1799-008,1799-08-17,KEEP,has scdb_id
2620825,Williamson v. Kincaid,4 U.S. 20,4,1800-005,1800-02-01,KEEP,has scdb_id
2620845,Blair v. Miller,4 U.S. 21,4,1800-006,1800-02-01,KEEP,has scdb_id
2620855,Cooper v. Telfair,4 U.S. 14,4,1800-004,1800-02-13,KEEP,has scdb_id
84709,Course v. Stead,4 U.S. 22,4,1800-002,1800-02-18,KEEP,has scdb_id
2620829,Blaine v. Ship Clarles Carter,4 U.S. 22,4,1800-003,1800-02-18,KEEP,has scdb_id
2620868,Rutherford v. Fisher,4 U.S. 22,4,1800-001,1800-02-18,KEEP,has scdb_id
2620828,Talbot v. Ship Amelia,4 U.S. 34,4,1801-002,1800-08-01,KEEP,has scdb_id
84708,"Mossman, Surviving in Error v. Higginson, Surviving Partner, in Error",4 U.S. 12,4,1800-007,1800-08-11,KEEP,has scdb_id
84710,"Priestman, in Error v. The United States",4 U.S. 28,4,1800-008,1800-08-15,KEEP,has scdb_id
2620852,Bas v. Tingy,4 U.S. 37,4,1800-009,1800-08-15,KEEP,has scdb_id
84754,Talbot v. Seeman,5 U.S. 1,5,1801-001,1801-08-11,KEEP,has scdb_id
84757,Resler v. Shehee,5 U.S. 110,5,1801-003,1801-12-11,KEEP,has scdb_id
84755,Wilson v. Mason,5 U.S. 45,5,1801-004,1801-12-15,KEEP,has scdb_id
8403131,Resler v. Shehee,5 U.S. 110,5,,1801-12-15,KEEP,vol>=5 (Cranch/Wheaton)
8403132,Turner v. Fendall,5 U.S. 117,5,,1801-12-15,KEEP,vol>=5 (Cranch/Wheaton)
84756,United States v. Schooner Peggy,5 U.S. 103,5,1801-005,1801-12-21,KEEP,has scdb_id
84758,Turner v. Fendall,5 U.S. 116,5,,1801-12-21,KEEP,vol>=5 (Cranch/Wheaton)
84775,Lloyd v. Alexander,5 U.S. 365,5,1803-001,1803-02-10,KEEP,has scdb_id
8403133,Clarke v. Bazadone,5 U.S. 212,5,,1803-02-15,KEEP,vol>=5 (Cranch/Wheaton)
8403136,Abercrombie v. Dupuis,5 U.S. 343,5,,1803-02-15,KEEP,vol>=5 (Cranch/Wheaton)
8403137,Lindo v. Gardner,5 U.S. 343,5,,1803-02-15,KEEP,vol>=5 (Cranch/Wheaton)
84760,Clark v. Robert Young & Co.,5 U.S. 181,5,1803-011,1803-02-17,KEEP,has scdb_id
84762,Clarke v. Bazadone,5 U.S. 212,5,1803-002,1803-02-17,KEEP,has scdb_id
84763,Hooe & Co. v. Groverman,5 U.S. 214,5,1803-003,1803-02-23,KEEP,has scdb_id
84765,United States v. Simms,5 U.S. 252,5,1803-004,1803-02-23,KEEP,has scdb_id
84759,Marbury v. Madison,5 U.S. 137,5,1803-005,1803-02-24,KEEP,has scdb_id
84766,Fenwick v. Sears's Administrators,5 U.S. 259,5,1803-006,1803-02-25,KEEP,has scdb_id
84771,The United States v. R. T. Hooe and Others,5 U.S. 318,5,1803-007,1803-02-25,KEEP,has scdb_id
8403134,Fenwick v. Sears's Administrators,5 U.S. 259,5,,1803-02-25,KEEP,vol>=5 (Cranch/Wheaton)
84761,Wilson v. Lenox and Maitland,5 U.S. 194,5,1803-008,1803-02-26,KEEP,has scdb_id
84767,Thompson v. Jameson,5 U.S. 282,5,1803-009,1803-02-26,KEEP,has scdb_id
84768,Mandeville v. Joseph Riddle & Co.,5 U.S. 290,5,1803-010,1803-02-26,KEEP,has scdb_id
84770,Hamilton v. Russell,5 U.S. 309,5,1803-012,1803-02-28,KEEP,has scdb_id
84772,Hepburn v. Auld,5 U.S. 321,5,1803-013,1803-02-28,KEEP,has scdb_id
2620768,Abercrombie v. Dupuis,5 U.S. 342,5,,1803-02-28,KEEP,vol>=5 (Cranch/Wheaton)
2620770,Lindo v. Gardner,5 U.S. 343,5,1803-014,1803-02-28,KEEP,has scdb_id
2620769,Wood v. Owings,5 U.S. 238,5,,1803-03-01,KEEP,vol>=5 (Cranch/Wheaton)
8403135,Marine Insurance Co. of Alexandria v. Young,5 U.S. 332,5,,1803-03-01,KEEP,vol>=5 (Cranch/Wheaton)
84764,"Gabriel Wood, in Error v. William Owings and Job Smith, Assignees of William Robb, a Bankrupt",5 U.S. 239,5,1803-016,1803-03-18,KEEP,has scdb_id
84769,Stuart v. Laird,5 U.S. 299,5,1803-018,1803-03-18,KEEP,has scdb_id
84773,Marine Insurance Company of Alexandria v. James Young,5 U.S. 332,5,1803-017,1803-03-18,KEEP,has scdb_id
84774,Hodgson v. Dexter,5 U.S. 345,5,1803-019,1803-03-18,KEEP,has scdb_id
2620814,Wood v. Wagnon,6 U.S. 9,6,1804-002,1804-02-09,KEEP,has scdb_id
2620817,Williams v. Lyles,6 U.S. 9,6,1804-003,1804-02-09,KEEP,has scdb_id
84776,Faw v. Marsteller,6 U.S. 10,6,1804-001,1804-02-14,KEEP,has scdb_id
6726199,Faw v. Marsteller,6 U.S. 11,6,,1804-02-14,KEEP,vol>=5 (Cranch/Wheaton)
6726196,Williams & Hodges v. Lyles,6 U.S. 10,6,,1804-02-15,KEEP,vol>=5 (Cranch/Wheaton)
6726198,Wood v. Wagnon,6 U.S. 10,6,,1804-02-15,KEEP,vol>=5 (Cranch/Wheaton)
6726201,Ogle v. Lee,6 U.S. 33,6,,1804-02-15,KEEP,vol>=5 (Cranch/Wheaton)
6726205,Capron v. Van Noorden,6 U.S. 127,6,,1804-02-15,KEEP,vol>=5 (Cranch/Wheaton)
84777,Ogle v. Lee,6 U.S. 33,6,1804-005,1804-02-22,KEEP,has scdb_id
84778,Murray v. Schooner Charming Betsy,6 U.S. 64,6,1804-007,1804-02-22,KEEP,has scdb_id
6726202,Pennington v. Coxe,6 U.S. 34,6,,1804-02-22,KEEP,vol>=5 (Cranch/Wheaton)
6726204,Murray v. The Schooner Charming Betsy,6 U.S. 65,6,,1804-02-22,KEEP,vol>=5 (Cranch/Wheaton)
84780,Head & Amory v. Providence Ins. Co.,6 U.S. 127,6,1804-008,1804-02-25,KEEP,has scdb_id
6726207,Head & Amory v. Providence Insurance,6 U.S. 128,6,,1804-02-25,KEEP,vol>=5 (Cranch/Wheaton)
84781,Little v. Barreme,6 U.S. 170,6,1804-009,1804-02-27,KEEP,has scdb_id
6726209,Little v. Barreme,6 U.S. 171,6,,1804-02-27,KEEP,vol>=5 (Cranch/Wheaton)
84782,Dunlop & Co. v. Ball,6 U.S. 180,6,1804-010,1804-02-28,KEEP,has scdb_id
84783,Blakeney v. Evans,6 U.S. 185,6,1804-011,1804-02-29,KEEP,has scdb_id
6726210,Blakeney v. Evans,6 U.S. 186,6,,1804-03-01,KEEP,vol>=5 (Cranch/Wheaton)
6726213,Church v. Hubbart,6 U.S. 188,6,,1804-03-05,KEEP,vol>=5 (Cranch/Wheaton)
6726216,Mason v. The Ship Blaireau,6 U.S. 241,6,,1804-03-06,KEEP,vol>=5 (Cranch/Wheaton)
6726218,Ogden v. Blackledge,6 U.S. 272,6,,1804-03-06,KEEP,vol>=5 (Cranch/Wheaton)
84779,Capron v. Van Noorden,6 U.S. 126,6,1804-012,1804-03-18,KEEP,has scdb_id
84784,Church v. Hubbart,6 U.S. 187,6,1804-013,1804-03-18,KEEP,has scdb_id
84785,Mason v. Ship Blaireau,6 U.S. 240,6,1804-014,1804-03-18,KEEP,has scdb_id
84786,"Ogden, Administrator of Cornell v. Blackledge, of Salter",6 U.S. 272,6,1804-015,1804-03-18,KEEP,has scdb_id
6726221,McIlvaine v. Lessee,6 U.S. 281,6,,1805-02-15,KEEP,vol>=5 (Cranch/Wheaton)
6726223,Winchester v. Hackley,6 U.S. 343,6,,1805-02-15,KEEP,vol>=5 (Cranch/Wheaton)
6726225,"Reily v. Lamar, Beall & Smith",6 U.S. 345,6,,1805-02-15,KEEP,vol>=5 (Cranch/Wheaton)
6726226,United States v. Fisher,6 U.S. 359,6,,1805-02-15,KEEP,vol>=5 (Cranch/Wheaton)
6726229,United States v. The Schooner Sally,6 U.S. 406,6,,1805-02-15,KEEP,vol>=5 (Cranch/Wheaton)
6726230,Bailiff v. Tipping,6 U.S. 406,6,,1805-02-15,KEEP,vol>=5 (Cranch/Wheaton)
6726231,Telfair v. Stead's Executors,6 U.S. 408,6,,1805-02-15,KEEP,vol>=5 (Cranch/Wheaton)
6726233,Peyton v. Brooke,7 U.S. 92,7,,1805-02-15,KEEP,vol>=5 (Cranch/Wheaton)
6726222,Adams v. Woods,6 U.S. 337,6,,1805-02-18,KEEP,vol>=5 (Cranch/Wheaton)
84788,Adams v. Woods,6 U.S. 336,6,1805-002,1805-02-19,KEEP,has scdb_id
84790,Reily v. Lámar,6 U.S. 344,6,1805-003,1805-02-19,KEEP,has scdb_id
84791,United States v. Fisher,6 U.S. 358,6,1805-004,1805-02-21,KEEP,has scdb_id
84792,Telfair v. Stead's Executors,6 U.S. 407,6,1805-007,1805-02-25,KEEP,has scdb_id
84793,Graves & Barnewall v. Boston Marine Insurance,6 U.S. 419,6,1805-008,1805-02-25,KEEP,has scdb_id
84794,Hepburn & Dundas v. Ellzey,6 U.S. 445,6,1805-009,1805-02-25,KEEP,has scdb_id
2620815,Bailiff v. Tipping,6 U.S. 406,6,1805-006,1805-02-25,KEEP,has scdb_id
2620816,United States v. Schooner Sally,6 U.S. 406,6,1805-005,1805-02-25,KEEP,has scdb_id
84795,Huidekoper's Lessee v. Douglass,7 U.S. 1,7,1805-010,1805-02-27,KEEP,has scdb_id
84796,United States v. Hooe Et Al.,7 U.S. 73,7,1805-011,1805-02-27,KEEP,has scdb_id
84797,Peyton v. Brooke,7 U.S. 92,7,1805-012,1805-02-27,KEEP,has scdb_id
6726239,United States v. More,7 U.S. 159,7,,1805-03-02,KEEP,vol>=5 (Cranch/Wheaton)
6726241,Faw v. Roberdeau's,7 U.S. 174,7,,1805-03-02,KEEP,vol>=5 (Cranch/Wheaton)
6726235,Levy v. Gadsby,7 U.S. 109,7,,1805-03-04,KEEP,vol>=5 (Cranch/Wheaton)
6726243,Marine Insurance v. Wilson,7 U.S. 187,7,,1805-03-05,KEEP,vol>=5 (Cranch/Wheaton)
6726245,Hallet v. Jenks,7 U.S. 210,7,,1805-03-06,KEEP,vol>=5 (Cranch/Wheaton)
6726246,Milligan v. Milledge,7 U.S. 220,7,,1805-03-06,KEEP,vol>=5 (Cranch/Wheaton)
6726248,Cooke v. Graham's Administrator,7 U.S. 229,7,,1805-03-06,KEEP,vol>=5 (Cranch/Wheaton)
84787,McIlvaine v. Coxe's Lessee,6 U.S. 280,6,1804-004,1805-03-18,KEEP,has scdb_id
84789,Winchester v. Hackley,6 U.S. 342,6,1805-017,1805-03-18,KEEP,has scdb_id
84798,Lambert's Lessee v. Payne,7 U.S. 97,7,1805-013,1805-03-18,KEEP,has scdb_id
84799,Hodgson v. Butts,7 U.S. 140,7,1805-014,1805-03-18,KEEP,has scdb_id
84800,United States v. Benjamin More. 1,7 U.S. 159,7,1805-015,1805-03-18,KEEP,has scdb_id
84801,Faw v. Roberdeau's,7 U.S. 174,7,1805-016,1805-03-18,KEEP,has scdb_id
84802,Ray v. Law,7 U.S. 179,7,1805-019,1805-03-18,KEEP,has scdb_id
84803,Levy v. Gadsby,7 U.S. 180,7,1805-018,1805-03-18,KEEP,has scdb_id
84804,The Marine Insurance Company of Alexandria v. Wilson.,7 U.S. 187,7,1805-020,1805-03-18,KEEP,has scdb_id
84805,Wilson v. Codman's,7 U.S. 193,7,1805-021,1805-03-18,KEEP,has scdb_id
84806,Hallet and Bowne v. Jenks and Others,7 U.S. 210,7,1805-022,1805-03-18,KEEP,has scdb_id
84807,"Milligan, Administrator of Milligan v. Milledge & Wife.",7 U.S. 220,7,1805-023,1805-03-18,KEEP,has scdb_id
84808,Cooke v. Graham's Administrator.,7 U.S. 229,7,1805-024,1805-03-18,KEEP,has scdb_id
84809,Dobynes & Morton v. United States,7 U.S. 241,7,1806-001,1806-02-10,KEEP,has scdb_id
84810,Hannay v. Eve,7 U.S. 242,7,1806-003,1806-02-13,KEEP,has scdb_id
84811,S. AND A. SILSBY v. Young and Silsby,7 U.S. 249,7,1806-004,1806-02-13,KEEP,has scdb_id
84812,Strawbridge v. Curtiss,7 U.S. 267,7,1806-005,1806-02-13,KEEP,has scdb_id
84813,Gordon v. Caldcleugh,7 U.S. 268,7,1806-006,1806-02-13,KEEP,has scdb_id
2429586,Montalet v. Murray,7 U.S. 249,7,1806-002,1806-02-13,KEEP,has scdb_id
6726237,Silsby v. Young,7 U.S. 149,7,,1806-02-13,KEEP,vol>=5 (Cranch/Wheaton)
84814,McFerran v. Taylor,7 U.S. 270,7,1806-007,1806-02-14,KEEP,has scdb_id
84815,Wilson v. Speed,7 U.S. 283,7,1806-008,1806-02-14,KEEP,has scdb_id
6726249,Dobynes v. United States,7 U.S. 241,7,,1806-02-15,KEEP,vol>=5 (Cranch/Wheaton)
6726250,Montalet v. Murray,7 U.S. 249,7,,1806-02-15,KEEP,vol>=5 (Cranch/Wheaton)
6726262,Ex parte Burford,7 U.S. 448,7,,1806-02-15,KEEP,vol>=5 (Cranch/Wheaton)
6726265,Lawrason v. Mason,7 U.S. 492,7,,1806-02-15,KEEP,vol>=5 (Cranch/Wheaton)
6726266,Sands v. Knox,7 U.S. 499,7,,1806-02-15,KEEP,vol>=5 (Cranch/Wheaton)
6726270,Field v. Milton,7 U.S. 514,7,,1806-02-15,KEEP,vol>=5 (Cranch/Wheaton)
6726273,Winchester v. Jackson,7 U.S. 514,7,,1806-02-15,KEEP,vol>=5 (Cranch/Wheaton)
84817,Douglass & Mandeville v. McAllister,7 U.S. 298,7,1806-009,1806-02-17,KEEP,has scdb_id
2429567,Field v. Milton,7 U.S. 514,7,,1806-02-17,KEEP,vol>=5 (Cranch/Wheaton)
2432524,Winchester v. JACKSON AND OTHERS,7 U.S. 514,7,1806-015,1806-02-17,KEEP,has scdb_id
84818,Simms v. Slacum,7 U.S. 300,7,1806-010,1806-02-19,KEEP,has scdb_id
84819,Harris v. Johnston,7 U.S. 311,7,1806-011,1806-02-19,KEEP,has scdb_id
84820,Dixon's Executors v. Ramsay's Executors,7 U.S. 319,7,1806-012,1806-02-19,KEEP,has scdb_id
84821,Scott v. Negro London,7 U.S. 324,7,1806-013,1806-02-19,KEEP,has scdb_id
84822,Wise v. Withers,7 U.S. 331,7,1806-014,1806-02-19,KEEP,has scdb_id
6726255,Harris v. Johnston,7 U.S. 311,7,,1806-02-19,KEEP,vol>=5 (Cranch/Wheaton)
6726257,Dixon's Executors v. Ramsay's Executors,7 U.S. 319,7,,1806-02-19,KEEP,vol>=5 (Cranch/Wheaton)
6726258,Scott v. London,7 U.S. 324,7,,1806-02-19,KEEP,vol>=5 (Cranch/Wheaton)
84823,United States v. Grundy and Thornburgh,7 U.S. 337,7,1806-016,1806-02-22,KEEP,has scdb_id
84826,"Manella, Pujals, and Co. v. Barry",7 U.S. 415,7,1806-017,1806-02-26,KEEP,has scdb_id
84825,United States v. Heth,7 U.S. 399,7,1806-018,1806-02-27,KEEP,has scdb_id
6726254,Buddicum v. Kirk,7 U.S. 293,7,,1806-03-01,KEEP,vol>=5 (Cranch/Wheaton)
6726263,Hopkirk v. Bell,7 U.S. 454,7,,1806-03-04,KEEP,vol>=5 (Cranch/Wheaton)
84816,Buddicum v. Kirk,7 U.S. 293,7,1806-019,1806-03-18,KEEP,has scdb_id
84824,Ma. In. Co. of Alexandria v. J. and Jh Tucker,7 U.S. 357,7,1806-022,1806-03-18,KEEP,has scdb_id
84827,Ex Parte Burford,7 U.S. 448,7,1806-023,1806-03-18,KEEP,has scdb_id
84828,Hopkirk v. Bell,7 U.S. 454,7,1806-024,1806-03-18,KEEP,has scdb_id
84829,Maley v. Shattuck,7 U.S. 458,7,1806-020,1806-03-18,KEEP,has scdb_id
84830,Lawrason v. Mason,7 U.S. 492,7,1806-025,1806-03-18,KEEP,has scdb_id
84831,Knox v. Summers,7 U.S. 496,7,1806-021,1806-03-18,KEEP,has scdb_id
84832,Sands v. Knox,7 U.S. 499,7,1806-026,1806-03-18,KEEP,has scdb_id
84833,Randolph v. Ware,7 U.S. 503,7,1806-027,1806-03-18,KEEP,has scdb_id
84835,Jennings v. Carson,8 U.S. 2,8,1807-002,1807-02-11,KEEP,has scdb_id
84836,Rhinelander v. Insurance Co. of Pennsylvania,8 U.S. 29,8,1807-003,1807-02-11,KEEP,has scdb_id
84837,Montalet v. Murray,8 U.S. 46,8,1807-004,1807-02-12,KEEP,has scdb_id
84838,United States v. Willings & Francis,8 U.S. 48,8,1807-005,1807-02-14,KEEP,has scdb_id
84839,O'Neale v. Long,8 U.S. 60,8,1807-006,1807-02-14,KEEP,has scdb_id
6726275,United States v. Kid,8 U.S. 1,8,,1807-02-15,KEEP,vol>=5 (Cranch/Wheaton)
6726282,Pendleton v. Wambersie,8 U.S. 73,8,,1807-02-15,KEEP,vol>=5 (Cranch/Wheaton)
6726283,Skillern's executors v. May's executors,8 U.S. 137,8,,1807-02-15,KEEP,vol>=5 (Cranch/Wheaton)
6726294,Diggs v. Wolcott,8 U.S. 179,8,,1807-02-15,KEEP,vol>=5 (Cranch/Wheaton)
84840,Smith and Others v. Carrington and Others,8 U.S. 62,8,1807-007,1807-02-16,KEEP,has scdb_id
84834,United States v. Kid and Watson,8 U.S. 1,8,1807-001,1807-02-18,KEEP,has scdb_id
84852,Wood v. Lide,8 U.S. 180,8,1807-008,1807-02-19,KEEP,has scdb_id
84842,Ex Parte Bollman and Swartwout,8 U.S. 75,8,1807-009,1807-02-20,KEEP,has scdb_id
84844,French's v. Bank of Columbia,8 U.S. 141,8,1807-010,1807-02-23,KEEP,has scdb_id
6726287,Hicks v. Rogers,8 U.S. 165,8,,1807-02-23,KEEP,vol>=5 (Cranch/Wheaton)
84843,Skillern's Executors v. May's Executors,8 U.S. 137,8,1807-011,1807-02-26,KEEP,has scdb_id
84841,Pendleton and Webb v. Wambersie and Others,8 U.S. 73,8,1807-012,1807-02-27,KEEP,has scdb_id
84845,Hopkirk v. Bell,8 U.S. 164,8,1807-013,1807-02-28,KEEP,has scdb_id
84846,Hicks v. Rogers,8 U.S. 165,8,1807-014,1807-02-28,KEEP,has scdb_id
84847,United States v. Cantril,8 U.S. 167,8,1807-015,1807-02-28,KEEP,has scdb_id
84848,Sthreshley and Obannon v. United States,8 U.S. 169,8,1807-016,1807-02-28,KEEP,has scdb_id
